Date,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees,Day,Month,Year
18-12-1999,9,6,3,3,2,-1,93,77,61,1031,1029,1027,10,10,8,14,6,,0,4,,103,18,12,1999
19-12-1999,9,6,2,5,3,1,93,85,62,1027,1022,1018,10,10,8,11,3,,0,4,,352,19,12,1999
20-12-1999,13,7,1,4,1,-2,93,77,38,1023,1020,1012,10,9,4,11,3,,0,2,,349,20,12,1999
21-12-1999,5,1,-3,3,-1,-4,93,88,75,1028,1026,1023,10,6,0,8,3,,0,4,Fog,185,21,12,1999
22-12-1999,9,4,-1,4,1,-2,100,86,62,1030,1028,1027,8,3,0,8,3,,0,6,Fog,74,22,12,1999
23-12-1999,7,2,-2,3,0,-3,100,90,71,1030,1028,1027,9,5,0,13,5,,0,4,Fog,146,23,12,1999
24-12-1999,8,4,2,7,3,1,93,93,87,1029,1028,1025,5,2,0,11,3,,0,8,Fog,81,24,12,1999
25-12-1999,12,8,5,9,7,4,93,87,76,1027,1026,1024,10,9,7,42,16,,0,7,,240,25,12,1999
26-12-1999,13,11,10,11,10,9,94,87,82,1025,1023,1022,10,10,10,37,31,,0,6,,234,26,12,1999
27-12-1999,14,12,11,11,9,7,94,82,72,1022,1016,1010,10,10,10,48,29,66,0,6,Rain,234,27,12,1999
28-12-1999,11,8,5,6,0,-3,76,57,40,1018,1016,1012,10,10,10,52,27,71,0,4,Rain,288,28,12,1999
29-12-1999,8,6,3,5,2,-6,93,83,52,1022,1016,1014,10,7,5,27,10,,0,6,Rain,50,29,12,1999
30-12-1999,7,3,-1,0,-3,-7,93,66,53,1030,1027,1023,,,,11,6,,0,,,43,30,12,1999
31-12-1999,9,3,-3,1,-2,-4,93,80,50,1028,1027,1026,10,10,10,10,5,,0,1,,354,31,12,1999
01-01-2000,11,4,-1,2,0,-2,100,81,47,1029,1027,1017,10,10,10,10,3,,0,1,,6,1,1,2000
02-01-2000,10,3,-3,2,-1,-4,93,84,50,1029,1027,1026,,,,8,3,,0,,,352,2,1,2000
03-01-2000,8,2,-3,3,-1,-4,93,85,66,1030,1029,1028,10,9,8,10,5,,0,1,,354,3,1,2000
04-01-2000,8,3,-1,2,1,-2,100,87,66,1031,1029,1028,10,9,0,6,3,,0,4,Fog,12,4,1,2000
05-01-2000,2,0,-1,1,-1,-2,93,93,87,1029,1026,1024,5,2,0,8,2,,0,7,Fog,38,5,1,2000
06-01-2000,10,4,-1,3,1,-2,93,85,54,1027,1025,1023,4,2,0,13,3,,0,5,Fog,12,6,1,2000
07-01-2000,12,4,-2,2,-1,-3,93,80,41,1028,1027,1025,9,9,8,8,3,,0,0,,357,7,1,2000
08-01-2000,11,4,-2,4,0,-3,93,82,50,1027,1025,1024,10,10,10,6,3,,0,1,,343,8,1,2000
09-01-2000,7,3,0,6,2,-1,100,89,75,1027,1025,1024,10,9,5,19,5,,0,4,Rain,19,9,1,2000
10-01-2000,8,4,0,0,-1,-6,93,70,39,1030,1028,1026,10,10,10,27,11,,0,5,,32,10,1,2000
11-01-2000,10,6,1,1,-2,-6,87,65,47,1033,1031,1030,10,10,9,13,8,,0,4,Snow,10,11,1,2000
12-01-2000,9,3,-3,1,-1,-4,93,80,57,1032,1029,1013,10,10,10,11,5,,0,,,336,12,1,2000
13-01-2000,7,1,-4,3,-1,-5,93,86,66,1026,1021,1014,10,9,6,11,5,,0,5,Rain,354,13,1,2000
14-01-2000,5,3,1,4,3,0,93,93,87,1013,1009,1007,10,8,5,23,8,,0,7,Rain-Snow,140,14,1,2000
15-01-2000,9,4,1,2,1,-1,93,80,58,1022,1016,1011,10,10,10,16,6,,0,5,,34,15,1,2000
16-01-2000,10,5,0,3,1,-1,100,78,50,1027,1024,1022,10,10,10,16,8,,0,3,,10,16,1,2000
17-01-2000,10,4,-2,3,0,-3,100,80,50,1030,1028,1027,10,10,10,10,5,,0,3,,352,17,1,2000
18-01-2000,10,3,-3,3,-1,-4,93,82,54,1028,1024,1021,,,,6,3,,0,,,350,18,1,2000
19-01-2000,14,6,-3,-1,-3,-5,93,62,31,1027,1021,1019,,,,26,8,,0,,,24,19,1,2000
20-01-2000,10,4,-1,2,-3,-7,93,64,50,1029,1027,1024,10,10,10,10,3,,0,1,,2,20,1,2000
21-01-2000,10,3,-4,1,-1,-5,93,81,50,1029,1027,1024,9,8,7,8,5,,0,0,,355,21,1,2000
22-01-2000,8,2,-3,0,-2,-4,93,82,53,1024,1021,1019,9,8,7,8,3,,0,0,,341,22,1,2000
23-01-2000,10,3,-3,-1,-3,-5,93,67,37,1021,1020,1018,10,9,7,23,6,,0,1,,20,23,1,2000
24-01-2000,7,1,-4,-3,-4,-5,93,70,43,1020,1018,1016,10,10,10,8,3,,0,1,,137,24,1,2000
25-01-2000,7,1,-4,-3,-5,-7,93,70,39,1018,1017,1015,10,10,10,10,3,,0,3,,347,25,1,2000
26-01-2000,6,2,-2,3,-1,-5,93,82,70,1026,1022,1018,10,10,8,11,8,,0,6,Rain,355,26,1,2000
27-01-2000,10,6,2,4,3,1,93,85,66,1029,1027,1026,10,10,10,13,6,,0,5,,359,27,1,2000
28-01-2000,11,6,2,4,3,1,93,83,54,1028,1027,1025,10,10,10,10,5,,0,3,,350,28,1,2000
29-01-2000,12,6,-1,3,1,-2,93,78,47,1033,1029,1027,10,10,10,10,3,,0,3,,328,29,1,2000
30-01-2000,15,7,-1,4,1,-2,93,75,39,1036,1033,1032,,,,6,3,,0,,,2,30,1,2000
31-01-2000,15,8,0,5,2,-1,93,76,44,1033,1031,1029,8,8,8,8,3,,0,6,,336,31,1,2000
01-02-2000,11,6,2,10,4,1,94,89,66,1031,1030,1028,10,9,6,11,5,,0,6,,347,1,2,2000
02-02-2000,16,11,6,10,7,3,100,78,48,1032,1030,1029,10,9,5,27,8,,0,6,,262,2,2,2000
03-02-2000,18,9,1,5,1,-9,93,66,30,1035,1033,1032,,,,14,5,,0,,,346,3,2,2000
04-02-2000,17,7,-2,1,-4,-12,93,56,26,1036,1034,1033,,,,8,5,,0,,,351,4,2,2000
05-02-2000,15,8,0,3,-1,-5,93,63,25,1036,1034,1032,10,10,10,10,5,,0,6,,351,5,2,2000
06-02-2000,14,7,-1,3,0,-3,93,67,38,1032,1031,1029,,,,14,5,,0,,,307,6,2,2000
07-02-2000,14,7,-1,7,3,-3,93,78,59,1035,1032,1024,10,8,5,16,5,,0,5,,173,7,2,2000
08-02-2000,16,10,4,8,5,2,87,78,55,1033,1032,1029,10,8,2,13,3,,0,6,,260,8,2,2000
09-02-2000,15,8,2,6,3,0,93,77,48,1034,1032,1031,10,9,6,11,3,,0,3,,348,9,2,2000
10-02-2000,16,8,0,5,2,-2,87,71,45,1032,1030,1028,10,10,10,11,5,,0,2,,244,10,2,2000
11-02-2000,15,8,2,6,4,0,93,76,48,1028,1027,1024,10,10,10,11,3,,0,4,,121,11,2,2000
12-02-2000,16,9,3,6,1,-5,87,62,25,1031,1028,1025,10,10,10,23,5,,0,2,,15,12,2,2000
13-02-2000,15,7,-2,2,-2,-4,86,62,36,1032,1031,1029,10,10,10,10,3,,0,5,,357,13,2,2000
14-02-2000,19,11,3,6,3,1,87,67,37,1030,1029,1027,10,10,10,10,3,,0,4,,286,14,2,2000
15-02-2000,18,10,3,7,4,1,87,67,42,1030,1028,1025,,,,21,6,,0,,,303,15,2,2000
16-02-2000,14,7,1,6,2,0,93,64,44,1026,1024,1023,10,10,9,32,11,,0,4,,307,16,2,2000
17-02-2000,16,9,2,5,3,0,87,61,45,1027,1026,1024,10,10,10,34,11,,0,3,,303,17,2,2000
18-02-2000,18,10,2,6,4,0,87,71,42,1028,1026,1024,,,,10,3,,0,,,18,18,2,2000
19-02-2000,20,10,1,5,2,-1,87,66,32,1025,1024,1021,,,,19,3,,0,,,33,19,2,2000
20-02-2000,18,9,1,5,2,-1,87,65,32,1025,1023,1021,,,,8,3,,0,,,328,20,2,2000
21-02-2000,17,8,0,5,1,-2,93,66,36,1026,1024,1023,,,,11,5,,0,,,334,21,2,2000
22-02-2000,16,8,1,4,2,-1,87,69,36,1024,1023,1022,10,9,9,6,3,,0,6,,359,22,2,2000
04-05-2000,17,13,10,11,9,7,100,78,59,1015,1013,1011,10,9,7,26,10,,0,5,Rain-Thunderstorm,181,4,5,2000
05-05-2000,16,11,7,12,9,7,100,86,59,1013,1012,1010,10,9,2,19,5,,0,4,Fog-Rain,231,5,5,2000
06-05-2000,19,13,8,12,10,7,100,80,49,1013,1011,1009,10,9,2,16,3,,0,6,Fog-Rain,182,6,5,2000
07-05-2000,18,13,9,11,9,6,100,84,52,1015,1013,1012,10,9,4,16,5,,0,6,Rain-Thunderstorm,134,7,5,2000
08-05-2000,16,11,7,13,10,7,100,88,68,1017,1015,1014,10,9,4,13,5,,0,5,Rain-Thunderstorm,68,8,5,2000
09-05-2000,18,13,8,12,9,7,100,81,52,1016,1014,1012,10,9,3,16,3,,0,4,,174,9,5,2000
10-05-2000,18,13,8,11,9,7,100,77,49,1015,1013,1012,10,9,7,29,5,,0,4,,205,10,5,2000
11-05-2000,18,13,9,12,9,8,94,79,55,1018,1016,1015,10,10,7,16,6,,0,5,Rain-Thunderstorm,192,11,5,2000
12-05-2000,21,13,7,12,9,7,100,74,43,1019,1018,1017,10,10,10,11,2,,0,4,,225,12,5,2000
13-05-2000,24,17,9,13,10,8,100,72,36,1022,1020,1019,10,10,10,8,0,,0,4,,328,13,5,2000
14-05-2000,27,18,10,15,11,8,94,63,34,1022,1020,1018,10,10,10,8,0,,0,1,,357,14,5,2000
15-05-2000,28,19,11,14,11,8,94,59,30,1021,1019,1017,,,,13,2,,0,,,160,15,5,2000
16-05-2000,27,19,11,14,9,6,94,52,30,1020,1018,1015,10,10,7,19,3,,0,3,Rain-Thunderstorm,172,16,5,2000
17-05-2000,25,19,13,16,14,12,94,74,47,1019,1017,1015,10,10,8,19,5,,0,5,Rain-Thunderstorm,245,17,5,2000
18-05-2000,27,20,13,17,13,9,100,73,32,1017,1016,1013,10,10,9,13,3,,0,2,Rain,278,18,5,2000
19-05-2000,27,19,12,14,9,2,94,51,20,1016,1014,1012,10,10,10,14,2,,0,2,,233,19,5,2000
20-05-2000,27,19,12,14,12,8,94,60,30,1013,1011,1008,10,10,10,14,3,,0,2,,230,20,5,2000
21-05-2000,18,14,12,14,13,10,94,85,72,1016,1013,1011,10,10,8,16,2,,0,5,Rain,203,21,5,2000
22-05-2000,23,17,11,15,11,7,100,73,38,1020,1018,1017,10,7,0,16,2,,0,4,Fog,198,22,5,2000
23-05-2000,25,17,9,15,11,8,100,70,36,1022,1020,1018,10,10,10,26,3,,0,3,,346,23,5,2000
24-05-2000,24,17,11,13,11,10,94,64,41,1021,1020,1018,10,10,10,14,2,,0,4,,284,24,5,2000
25-05-2000,26,20,14,13,11,6,94,61,32,1021,1019,1018,10,10,10,16,2,,0,6,,278,25,5,2000
26-05-2000,25,18,12,14,12,9,94,71,44,1020,1018,1016,10,10,9,24,6,,0,4,Rain,234,26,5,2000
27-05-2000,23,17,10,13,9,4,100,68,29,1021,1019,1017,10,10,10,21,3,,0,3,,244,27,5,2000
28-05-2000,25,19,13,13,8,2,60,48,33,1022,1020,1018,10,10,10,24,14,,0,5,,255,28,5,2000
29-05-2000,29,21,14,14,12,11,82,57,35,1023,1022,1021,10,10,10,23,10,,0,2,,291,29,5,2000
30-05-2000,31,21,12,15,12,5,100,57,22,1024,1022,1019,10,10,10,16,3,,0,2,,263,30,5,2000
31-05-2000,33,23,14,14,11,9,82,47,23,1022,1021,1019,10,10,10,10,3,,0,3,,359,31,5,2000
01-06-2000,20,20,19,13,13,12,68,64,60,1021,1021,1021,,,,6,3,,0,,,335,1,6,2000
10-06-2000,19,14,10,2,1,-1,58,39,26,1022,1021,1019,10,10,10,21,13,,0,2,,340,10,6,2000
11-06-2000,24,17,10,6,4,0,62,43,27,1026,1024,1022,10,10,10,26,5,,0,1,,7,11,6,2000
12-06-2000,29,18,8,7,3,-4,87,41,12,1027,1025,1023,10,10,10,21,6,,0,1,,48,12,6,2000
13-06-2000,29,20,11,9,5,1,62,34,20,1026,1024,1022,,,,10,2,,0,,,65,13,6,2000
14-06-2000,31,22,14,11,9,6,77,45,22,1027,1025,1023,10,10,10,14,5,,0,1,,62,14,6,2000
15-06-2000,33,24,15,12,9,5,77,41,20,1026,1024,1021,10,10,10,14,6,,0,1,,29,15,6,2000
16-06-2000,33,24,15,9,6,3,59,33,15,1026,1023,1020,10,10,10,14,8,,0,1,,77,16,6,2000
17-06-2000,35,25,15,9,4,-3,59,30,9,1023,1021,1017,,,,23,6,,0,,,109,17,6,2000
18-06-2000,34,26,17,16,4,-1,45,26,12,1022,1020,1018,10,10,10,29,11,,0,1,,154,18,6,2000
19-06-2000,32,24,17,12,8,4,56,36,22,1023,1020,1017,10,10,10,27,13,,0,2,,148,19,6,2000
20-06-2000,28,22,16,9,8,6,63,40,28,1020,1019,1017,10,10,10,29,18,,0,4,,204,20,6,2000
21-06-2000,29,20,11,10,8,5,82,43,22,1029,1020,1018,10,10,10,16,6,,0,1,,238,21,6,2000
22-06-2000,32,23,15,14,9,1,72,42,15,1022,1021,1019,10,10,10,21,8,,0,1,,225,22,6,2000
23-06-2000,34,24,15,11,7,1,67,35,12,1022,1020,1018,10,10,10,19,6,,0,1,,274,23,6,2000
24-06-2000,27,21,16,13,10,2,68,53,21,1022,1021,1018,,,,14,8,,0,,,17,24,6,2000
25-06-2000,35,26,16,14,11,3,55,38,24,1019,1017,1015,,,,19,8,,0,,,39,25,6,2000
26-06-2000,37,28,19,16,12,9,68,40,18,1019,1017,1014,10,10,10,29,6,,0,2,,181,26,6,2000
27-06-2000,31,26,22,14,9,3,53,34,17,1021,1019,1017,,,,27,18,,0,,,240,27,6,2000
28-06-2000,33,24,15,12,8,5,59,36,17,1021,1020,1018,,,,23,8,,0,,,237,28,6,2000
29-06-2000,34,26,17,12,8,2,59,34,13,1020,1018,1016,10,10,10,26,6,,0,1,,259,29,6,2000
30-06-2000,34,24,15,9,4,-3,59,28,9,1018,1016,1013,10,10,10,37,10,47,0,1,,255,30,6,2000
01-07-2000,32,24,17,11,7,4,56,31,18,1015,1013,1012,,,,27,13,,0,,,219,1,7,2000
02-07-2000,30,23,17,11,8,4,64,37,19,1014,1013,1012,10,10,10,29,10,,0,3,,218,2,7,2000
03-07-2000,27,22,18,19,8,6,100,42,26,1023,1014,1011,10,10,10,35,16,,0,3,,244,3,7,2000
04-07-2000,28,20,12,9,5,-2,77,38,15,1017,1016,1015,10,10,10,34,13,,0,2,,247,4,7,2000
05-07-2000,32,22,12,8,4,0,62,33,15,1018,1016,1014,10,10,10,14,6,37,0,1,,279,5,7,2000
06-07-2000,35,26,16,17,9,3,64,37,15,1017,1016,1014,10,10,10,34,11,,0,3,,247,6,7,2000
07-07-2000,31,23,16,11,4,-1,55,28,14,1018,1017,1016,,,,19,11,39,0,,,254,7,7,2000
08-07-2000,30,23,16,10,7,4,63,39,22,1021,1019,1018,,,,27,16,,0,,,50,8,7,2000
09-07-2000,32,23,14,8,5,1,63,35,16,1021,1018,1012,10,10,10,29,14,,0,1,,344,9,7,2000
10-07-2000,25,20,16,15,9,3,94,46,27,1013,1010,1009,10,10,7,26,8,,0,5,Rain,334,10,7,2000
11-07-2000,25,18,12,8,4,1,67,41,22,1017,1014,1011,10,10,10,21,11,,0,3,,11,11,7,2000
12-07-2000,28,19,10,5,2,0,71,35,16,1022,1020,1017,,,,14,8,,0,,,45,12,7,2000
13-07-2000,32,22,13,10,5,2,51,32,15,1023,1022,1019,,,,23,8,,0,1,,3,13,7,2000
14-07-2000,33,24,17,10,8,6,59,35,20,1024,1021,1018,,,,24,11,,0,,,29,14,7,2000
15-07-2000,32,24,18,10,9,8,59,38,24,1020,1018,1014,10,10,10,29,16,,0,1,,35,15,7,2000
16-07-2000,32,24,17,12,9,5,68,40,18,1016,1014,1010,10,10,10,16,10,,0,1,,53,16,7,2000
17-07-2000,32,24,18,18,15,8,94,60,31,1016,1014,1011,10,10,4,21,11,,0,4,Rain-Thunderstorm,88,17,7,2000
18-07-2000,32,24,17,15,13,9,88,50,24,1018,1017,1016,10,10,10,23,8,,0,2,,270,18,7,2000
19-07-2000,33,24,17,14,9,0,77,41,12,1018,1017,1015,,,,16,6,,0,,,221,19,7,2000
20-07-2000,35,25,15,10,5,0,67,29,11,1017,1016,1014,,,,19,5,,0,,,279,20,7,2000
21-07-2000,37,27,17,12,7,3,48,29,16,1017,1015,1012,10,10,10,23,8,,0,2,,206,21,7,2000
22-07-2000,32,26,21,11,6,1,46,28,15,1016,1014,1012,10,10,10,26,13,,0,1,,217,22,7,2000
23-07-2000,27,22,18,10,6,1,49,35,20,1014,1012,1011,10,10,10,39,11,58,0,3,,219,23,7,2000
24-07-2000,27,21,16,15,10,8,68,49,34,1015,1014,1012,10,10,10,35,14,,0,4,,247,24,7,2000
25-07-2000,27,23,19,16,13,8,83,56,34,1014,1012,1010,10,10,10,39,23,,0,3,,235,25,7,2000
26-07-2000,29,20,12,10,6,-1,82,41,16,1017,1015,1013,10,10,10,16,8,,0,1,,236,26,7,2000
27-07-2000,33,23,13,8,4,1,63,31,13,1019,1017,1016,,,,27,8,,0,,,249,27,7,2000
28-07-2000,33,24,16,10,7,2,55,33,14,1021,1019,1018,,,,16,5,,0,,,311,28,7,2000
29-07-2000,34,26,17,13,9,5,59,36,17,1023,1021,1018,,,,19,10,,0,,,40,29,7,2000
30-07-2000,36,28,20,13,10,7,52,35,17,1022,1021,1019,10,10,10,14,8,,0,1,,358,30,7,2000
31-07-2000,38,28,19,14,9,0,60,33,10,1023,1021,1019,10,10,10,16,6,,0,1,,187,31,7,2000
01-08-2000,36,28,20,11,7,3,40,27,13,1022,1020,1018,10,10,10,39,10,,0,4,,258,1,8,2000
02-08-2000,37,28,20,12,7,-1,49,28,10,1021,1020,1017,10,10,10,29,10,,0,2,,219,2,8,2000
03-08-2000,30,22,15,14,8,3,63,40,23,1022,1019,1019,10,10,10,34,8,,0,3,,23,3,8,2000
04-08-2000,27,19,12,7,5,1,67,41,20,1026,1024,1021,10,10,10,26,16,,0,1,,35,4,8,2000
05-08-2000,27,19,12,7,6,4,67,42,24,1026,1024,1021,10,10,10,26,16,,0,3,,51,5,8,2000
06-08-2000,29,21,14,7,4,0,63,37,15,1025,1023,1021,10,10,10,26,16,,0,2,,45,6,8,2000
07-08-2000,30,22,15,8,6,3,59,36,18,1024,1022,1019,,,,21,10,,0,,,39,7,8,2000
08-08-2000,33,23,14,9,4,2,55,32,15,1023,1021,1019,10,10,10,14,6,,0,1,,3,8,8,2000
09-08-2000,35,25,15,7,3,0,51,27,11,1022,1020,1018,,,,11,5,,0,,,22,9,8,2000
10-08-2000,37,26,16,7,4,2,42,25,12,1021,1019,1016,,,,23,8,,0,,,284,10,8,2000
11-08-2000,31,23,17,12,7,4,45,32,20,1017,1015,1012,10,10,5,47,10,,0,5,,279,11,8,2000
22-08-2000,27,,27,-1,-1,-1,16,16,16,1015,1015,1015,,,,19,19,,0,,,260,22,8,2000
27-08-2000,28,24,20,10,8,5,49,34,23,1022,1022,1021,10,10,10,14,11,,0,,,40,27,8,2000
01-09-2000,32,22,12,11,4,1,58,34,15,1015,1014,1012,,,,19,6,,0,,,310,1,9,2000
02-09-2000,33,22,12,7,3,-4,54,29,9,1017,1016,1014,,,,27,5,,0,,,336,2,9,2000
03-09-2000,31,23,15,13,8,-2,72,41,12,1019,1017,1015,10,10,10,26,10,,0,1,,353,3,9,2000
04-09-2000,29,22,16,9,6,2,63,39,20,1022,1019,1017,10,10,10,24,16,,0,1,,55,4,9,2000
05-09-2000,28,20,13,12,5,0,63,39,17,1024,1023,1021,10,10,10,19,10,,0,2,,9,5,9,2000
06-09-2000,31,21,11,7,2,0,50,30,15,1023,1021,1019,,,,11,6,,0,,,270,6,9,2000
07-09-2000,34,23,13,9,3,0,44,28,14,1020,1019,1016,,,,16,5,,0,,,334,7,9,2000
08-09-2000,33,24,15,13,9,7,63,36,20,1019,1018,1017,10,10,10,23,8,,0,1,,111,8,9,2000
09-09-2000,33,26,18,16,14,10,83,51,26,1023,1021,1019,10,10,10,21,11,,0,1,,163,9,9,2000
10-09-2000,33,24,17,12,11,10,64,41,26,1023,1020,1017,10,10,10,19,6,,0,3,,185,10,9,2000
11-09-2000,32,24,17,12,9,7,68,41,22,1018,1016,1014,10,10,10,34,6,,0,2,,12,11,9,2000
12-09-2000,31,22,14,11,7,1,67,40,15,1018,1016,1014,10,10,10,14,6,,0,1,,299,12,9,2000
13-09-2000,32,23,14,11,6,2,55,33,16,1018,1016,1015,10,10,10,26,8,,0,1,,270,13,9,2000
14-09-2000,32,22,13,6,2,-1,51,31,13,1019,1018,1017,,,,21,6,37,0,,,325,14,9,2000
15-09-2000,32,22,13,7,2,-1,44,28,14,1020,1018,1017,,,,24,6,,0,,,301,15,9,2000
16-09-2000,30,20,11,9,4,2,54,34,18,1020,1017,1015,10,10,10,21,8,,0,1,,280,16,9,2000
17-09-2000,27,19,11,11,8,4,62,43,28,1016,1014,1011,10,10,10,19,10,,0,3,,259,17,9,2000
18-09-2000,27,19,12,11,9,6,82,52,28,1013,1011,1007,10,10,10,24,8,39,0,3,,268,18,9,2000
19-09-2000,23,18,13,13,8,3,94,59,35,1007,1006,1004,10,9,3,34,21,,0,4,Rain,239,19,9,2000
20-09-2000,19,14,9,10,3,1,87,53,32,1019,1013,1006,10,10,9,29,18,,0,4,Rain,296,20,9,2000
21-09-2000,22,13,5,6,3,0,93,55,23,1023,1021,1020,10,10,10,8,3,,0,1,,339,21,9,2000
22-09-2000,27,16,6,6,4,1,87,50,18,1023,1021,1018,,,,10,5,,0,,,349,22,9,2000
23-09-2000,28,18,9,6,4,2,71,42,20,1020,1018,1015,,,,13,6,,0,,,340,23,9,2000
24-09-2000,26,18,11,9,7,5,71,47,32,1020,1019,1017,10,10,10,21,5,,0,3,,298,24,9,2000
25-09-2000,29,20,11,12,8,7,82,52,27,1023,1021,1020,10,10,10,10,5,,0,1,,337,25,9,2000
26-09-2000,24,19,15,17,14,11,94,70,47,1024,1022,1020,10,10,7,19,8,,0,5,Rain-Thunderstorm,11,26,9,2000
27-09-2000,26,19,12,15,11,6,100,64,29,1023,1021,1018,10,10,10,14,5,,0,2,,243,27,9,2000
28-09-2000,21,16,12,11,8,5,88,67,37,1018,1014,1010,10,9,6,26,8,,0,5,Rain,213,28,9,2000
29-09-2000,19,14,11,12,8,2,94,74,34,1010,1008,1007,10,10,10,23,11,,0,5,,246,29,9,2000
30-09-2000,20,13,6,8,5,1,93,61,30,1014,1012,1010,10,10,10,26,8,,0,3,,308,30,9,2000
01-10-2000,19,13,8,11,6,3,82,57,35,1017,1015,1013,10,10,10,26,10,,0,3,,297,1,10,2000
02-10-2000,24,19,15,12,6,0,72,47,24,1024,1021,1017,10,10,10,21,11,,0,3,,274,2,10,2000
03-10-2000,27,16,5,3,0,-5,76,39,12,1025,1022,1019,,,,10,3,,0,,,245,3,10,2000
04-10-2000,27,17,7,1,-1,-4,58,32,13,1022,1020,1017,10,9,8,11,5,,0,2,,313,4,10,2000
05-10-2000,26,17,9,9,2,-1,62,39,18,1021,1019,1018,10,9,8,26,5,,0,4,,25,5,10,2000
06-10-2000,24,17,11,9,4,-4,72,46,17,1024,1023,1021,,,,24,18,,0,,,43,6,10,2000
07-10-2000,24,14,5,1,-2,-8,70,36,14,1025,1024,1022,,,,21,10,,0,,,16,7,10,2000
08-10-2000,25,15,5,1,-1,-3,65,36,17,1024,1023,1020,,,,13,6,,0,,,326,8,10,2000
09-10-2000,25,16,6,7,-1,-2,61,36,17,1021,1017,1013,,,,26,6,,0,,,291,9,10,2000
10-10-2000,20,18,16,9,6,2,63,45,30,1013,1011,1010,10,10,10,37,24,,0,3,,289,10,10,2000
11-10-2000,18,16,13,14,11,5,94,76,48,1010,1003,1000,10,9,5,45,21,,0,5,Rain,238,11,10,2000
12-10-2000,14,11,9,11,5,0,94,67,38,1008,1003,1000,10,10,9,27,16,,0,4,Rain,275,12,10,2000
13-10-2000,16,10,4,6,3,1,93,67,36,1017,1013,1008,10,10,10,26,6,,0,2,,10,13,10,2000
14-10-2000,17,12,8,4,2,1,71,55,34,1018,1016,1015,10,10,10,19,10,,0,4,,346,14,10,2000
15-10-2000,17,9,2,9,3,-1,93,67,34,1015,1013,1011,10,10,10,10,3,,0,3,Rain,74,15,10,2000
16-10-2000,19,14,10,9,4,1,88,54,34,1024,1017,1012,10,10,10,29,11,,0,3,,308,16,10,2000
17-10-2000,19,12,5,4,2,1,87,56,30,1029,1027,1025,,,,8,3,,0,,,312,17,10,2000
18-10-2000,22,13,4,4,3,1,93,55,27,1029,1027,1025,,,,14,5,,0,,,295,18,10,2000
19-10-2000,23,16,9,6,4,3,76,49,29,1025,1023,1020,10,10,10,14,5,,0,3,,224,19,10,2000
20-10-2000,16,12,9,12,9,6,94,76,55,1019,1016,1013,10,9,6,19,5,,0,5,Rain,359,20,10,2000
21-10-2000,17,13,11,13,11,10,100,90,68,1020,1015,1013,10,10,8,29,10,,0,6,Rain,118,21,10,2000
22-10-2000,21,16,11,13,12,10,100,81,49,1024,1022,1020,10,10,8,21,10,,0,6,Rain,18,22,10,2000
23-10-2000,22,16,11,12,11,9,94,72,43,1023,1021,1019,10,10,10,26,8,,0,5,,18,23,10,2000
24-10-2000,22,18,13,12,12,9,88,71,43,1022,1020,1019,10,10,10,29,16,,0,5,,34,24,10,2000
25-10-2000,21,14,9,11,9,8,100,74,43,1022,1020,1018,10,10,10,11,6,,0,4,,327,25,10,2000
26-10-2000,21,16,11,12,10,8,88,71,43,1023,1021,1020,10,10,10,11,3,,0,4,,174,26,10,2000
27-10-2000,22,14,7,11,9,7,100,75,43,1026,1024,1023,10,9,8,10,5,,0,0,,269,27,10,2000
28-10-2000,22,13,6,10,8,6,100,73,40,1024,1023,1020,10,8,6,27,6,50,0,1,,297,28,10,2000
29-10-2000,19,14,9,10,8,7,100,76,52,1024,1022,1021,10,9,6,19,5,,0,5,,169,29,10,2000
30-10-2000,16,10,4,9,6,1,100,74,39,1021,1017,1010,10,9,2,34,10,,0,3,Fog-Rain,248,30,10,2000
31-10-2000,14,10,6,10,4,0,93,67,38,1019,1014,1009,10,10,9,29,14,,0,3,,256,31,10,2000
01-11-2000,15,8,0,4,2,0,100,68,39,1019,1017,1016,10,10,10,23,6,34,0,3,,237,1,11,2000
02-11-2000,13,11,9,12,9,5,100,89,67,1016,1011,1008,10,9,4,23,16,,0,7,Rain,202,2,11,2000
03-11-2000,12,10,8,8,2,-3,87,59,35,1018,1012,1008,10,10,10,32,16,,0,3,,281,3,11,2000
04-11-2000,12,6,1,4,2,0,100,67,44,1022,1020,1019,10,10,10,19,10,,0,3,,209,4,11,2000
05-11-2000,14,10,7,12,8,4,100,95,76,1021,1015,1005,10,7,3,37,11,,0,7,Rain,192,5,11,2000
06-11-2000,15,11,8,13,4,-1,94,65,41,1006,1003,999,10,10,4,47,29,,0,5,Rain,260,6,11,2000
07-11-2000,10,8,5,3,-1,-6,87,58,32,1010,1008,1006,10,10,10,34,18,55,0,4,,259,7,11,2000
08-11-2000,10,7,4,2,1,-1,87,67,53,1014,1010,1008,10,10,5,23,13,45,0,3,,241,8,11,2000
